file_path,label
./final_data/noiseclips/128668_2.wav,0
./final_data/noiseclips/129675_1.wav,0
./final_data/noiseclips/127827_1.wav,0
./final_data/noiseclips/127160_2.wav,0
./final_data/noiseclips/127817_1.wav,0
./final_data/noiseclips/127079_2.wav,0
./final_data/noiseclips/129004_2.wav,0
./final_data/noiseclips/127290_1.wav,0
./final_data/noiseclips/130677_1.wav,0
./final_data/noiseclips/127844_1.wav,0
./final_data/noiseclips/129247_2.wav,0
./final_data/noiseclips/130131_1.wav,0
./final_data/noiseclips/127152_2.wav,0
./final_data/noiseclips/127356_1.wav,0
./final_data/noiseclips/129332_1.wav,0
./final_data/noiseclips/127386_1.wav,0
./final_data/noiseclips/128451_2.wav,0
./final_data/noiseclips/127390_1.wav,0
./final_data/noiseclips/130098_1.wav,0
./final_data/noiseclips/128073_1.wav,0
./final_data/noiseclips/127658_1.wav,0
./final_data/noiseclips/127199_2.wav,0
./final_data/noiseclips/126998_1.wav,0
./final_data/noiseclips/127320_2.wav,0
./final_data/noiseclips/129166_2.wav,0
./final_data/noiseclips/128500_2.wav,0
./final_data/noiseclips/128311_1.wav,0
./final_data/noiseclips/128206_2.wav,0
./final_data/noiseclips/127568_1.wav,0
./final_data/noiseclips/127709_1.wav,0
./final_data/noiseclips/127851_2.wav,0
./final_data/noiseclips/127317_2.wav,0
./final_data/noiseclips/126894_2.wav,0
./final_data/noiseclips/129657_2.wav,0
./final_data/noiseclips/127604_1.wav,0
./final_data/noiseclips/128308_1.wav,0
./final_data/noiseclips/128876_1.wav,0
./final_data/noiseclips/127229_2.wav,0
./final_data/noiseclips/127368_1.wav,0
./final_data/noiseclips/129250_1.wav,0
./final_data/noiseclips/128398_2.wav,0
./final_data/noiseclips/130273_2.wav,0
./final_data/noiseclips/130151_2.wav,0
./final_data/noiseclips/128987_1.wav,0
./final_data/noiseclips/127447_1.wav,0
./final_data/noiseclips/129497_1.wav,0
./final_data/noiseclips/130227_1.wav,0
./final_data/noiseclips/130725_1.wav,0
./final_data/noiseclips/127308_2.wav,0
./final_data/noiseclips/129679_1.wav,0
./final_data/noiseclips/129957_1.wav,0
./final_data/noiseclips/129349_2.wav,0
./final_data/noiseclips/127407_1.wav,0
./final_data/noiseclips/130540_2.wav,0
./final_data/noiseclips/127823_1.wav,0
./final_data/noiseclips/128120_1.wav,0
./final_data/noiseclips/127241_2.wav,0
./final_data/noiseclips/128580_2.wav,0
./final_data/noiseclips/129558_1.wav,0
./final_data/noiseclips/129880_1.wav,0
./final_data/noiseclips/130480_1.wav,0
./final_data/noiseclips/129756_1.wav,0
./final_data/noiseclips/127620_1.wav,0
./final_data/noiseclips/128135_1.wav,0
./final_data/noiseclips/127706_1.wav,0
./final_data/noiseclips/129159_2.wav,0
./final_data/noiseclips/127944_1.wav,0
./final_data/noiseclips/129520_2.wav,0
./final_data/noiseclips/129039_2.wav,0
./final_data/noiseclips/127371_2.wav,0
./final_data/noiseclips/127640_2.wav,0
./final_data/noiseclips/130409_2.wav,0
./final_data/noiseclips/128224_2.wav,0
./final_data/noiseclips/128174_1.wav,0
./final_data/noiseclips/126913_1.wav,0
./final_data/noiseclips/127986_1.wav,0
./final_data/noiseclips/129001_1.wav,0
./final_data/noiseclips/129880_2.wav,0
./final_data/noiseclips/128497_2.wav,0
./final_data/noiseclips/129677_1.wav,0
./final_data/noiseclips/128881_1.wav,0
./final_data/noiseclips/128005_1.wav,0
./final_data/noiseclips/127404_1.wav,0
./final_data/noiseclips/126876_2.wav,0
./final_data/noiseclips/129562_1.wav,0
./final_data/noiseclips/129920_1.wav,0
./final_data/noiseclips/126876_1.wav,0
./final_data/noiseclips/129248_2.wav,0
./final_data/noiseclips/127835_2.wav,0
./final_data/noiseclips/130547_1.wav,0
./final_data/noiseclips/130045_2.wav,0
./final_data/noiseclips/128794_2.wav,0
./final_data/noiseclips/127575_2.wav,0
./final_data/noiseclips/127887_2.wav,0
./final_data/noiseclips/128815_2.wav,0
./final_data/noiseclips/128712_1.wav,0
./final_data/noiseclips/129809_1.wav,0
./final_data/noiseclips/128193_1.wav,0
./final_data/noiseclips/130570_1.wav,0
./final_data/noiseclips/127050_1.wav,0
./final_data/noiseclips/128222_2.wav,0
./final_data/noiseclips/130433_1.wav,0
./final_data/noiseclips/129417_2.wav,0
./final_data/noiseclips/128660_2.wav,0
./final_data/noiseclips/127473_2.wav,0
./final_data/noiseclips/130351_2.wav,0
./final_data/noiseclips/129196_2.wav,0
./final_data/noiseclips/128125_1.wav,0
./final_data/noiseclips/126945_2.wav,0
./final_data/noiseclips/129272_2.wav,0
./final_data/noiseclips/127830_2.wav,0
