,file_path,label
0,./final_data/denoised_spamfiles/25100_2.wav,0
1,./final_data/denoised_spamfiles/24640_1.wav,0
2,./final_data/denoised_spamfiles/25048_3.wav,0
3,./final_data/denoised_spamfiles/24653_1.wav,0
4,./final_data/denoised_spamfiles/24661_1.wav,0
5,./final_data/denoised_spamfiles/25276_2.wav,0
6,./final_data/denoised_spamfiles/24933_1.wav,0
7,./final_data/denoised_spamfiles/24602_2.wav,0
8,./final_data/denoised_spamfiles/24710_1.wav,0
9,./final_data/denoised_spamfiles/24926_1.wav,0
10,./final_data/denoised_spamfiles/24673_1.wav,0
11,./final_data/denoised_spamfiles/24654_1.wav,0
12,./final_data/denoised_spamfiles/25166_1.wav,0
13,./final_data/denoised_spamfiles/24719_2.wav,0
14,./final_data/denoised_spamfiles/24877_1.wav,0
15,./final_data/denoised_spamfiles/25002_1.wav,0
16,./final_data/denoised_spamfiles/24857_2.wav,0
17,./final_data/denoised_spamfiles/24971_1.wav,0
18,./final_data/denoised_spamfiles/25042_2.wav,0
19,./final_data/denoised_spamfiles/24978_1.wav,0
20,./final_data/denoised_spamfiles/24582_2.wav,0
21,./final_data/denoised_spamfiles/24645_1.wav,0
22,./final_data/denoised_spamfiles/24930_1.wav,0
23,./final_data/denoised_spamfiles/24581_2.wav,0
24,./final_data/denoised_spamfiles/25249_2.wav,0
25,./final_data/denoised_spamfiles/24931_1.wav,0
26,./final_data/denoised_spamfiles/25192_1.wav,0
27,./final_data/denoised_spamfiles/24630_1.wav,0
28,./final_data/denoised_spamfiles/25081_2.wav,0
29,./final_data/denoised_spamfiles/25092_3.wav,0
30,./final_data/denoised_spamfiles/24617_2.wav,0
31,./final_data/denoised_spamfiles/24564_2.wav,0
32,./final_data/denoised_spamfiles/24580_2.wav,0
33,./final_data/denoised_spamfiles/25171_1.wav,0
34,./final_data/denoised_spamfiles/24569_2.wav,0
35,./final_data/denoised_spamfiles/25008_1.wav,0
36,./final_data/denoised_spamfiles/24970_1.wav,0
37,./final_data/denoised_spamfiles/24681_1.wav,0
38,./final_data/denoised_spamfiles/24578_3.wav,0
39,./final_data/denoised_spamfiles/24632_1.wav,0
40,./final_data/denoised_spamfiles/24599_2.wav,0
41,./final_data/denoised_spamfiles/24578_2.wav,0
42,./final_data/denoised_spamfiles/25268_2.wav,0
43,./final_data/denoised_spamfiles/25277_3.wav,0
44,./final_data/denoised_spamfiles/24955_2.wav,0
45,./final_data/denoised_spamfiles/25172_1.wav,0
46,./final_data/denoised_spamfiles/24968_1.wav,0
47,./final_data/denoised_spamfiles/24655_1.wav,0
48,./final_data/denoised_spamfiles/24611_2.wav,0
49,./final_data/denoised_spamfiles/25003_1.wav,0
50,./final_data/denoised_spamfiles/24593_2.wav,0
